date,temp_max,temp_min,temp_mean,wind_speed_max,wind_speed_mean,humidity_mean,precipitation
2016-10-30,29.6475,18.7975,23.647497,9.585739,5.649897,62.085445,0.0
2016-10-31,29.3475,15.7975,22.726664,9.565437,5.990587,63.881237,0.0
2016-11-01,29.6975,16.2475,23.135,9.422101,6.1809626,63.506668,0.0
2016-11-02,29.7475,15.497499,23.074583,8.161764,5.7358084,63.122776,0.0
2016-11-03,29.7975,15.4475,22.63083,10.948973,6.666117,63.124493,0.0
2016-11-04,29.4975,15.747499,22.537085,15.021105,8.446489,62.149723,0.0
2016-11-05,29.4975,14.997499,22.301666,10.799999,7.125518,59.658566,0.0
2016-11-06,29.4975,15.5975,22.126665,16.299694,9.492547,57.03917,0.0
2016-11-07,29.2975,17.1475,22.378748,17.709658,12.927666,49.50645,0.0
2016-11-08,29.5475,15.0975,21.714165,13.891522,9.475602,51.237858,0.0
2016-11-09,29.2975,13.2975,21.02458,9.983106,7.146341,58.517986,0.0
2016-11-10,28.8975,13.747499,20.982914,9.531505,7.3879123,63.923645,0.0
2016-11-11,29.3475,14.747499,21.66833,10.009036,7.603478,59.693913,0.0
2016-11-12,28.5475,15.5975,21.941248,8.714677,4.8681393,58.325665,0.0
2016-11-13,27.6975,16.9975,21.876669,7.9932966,4.7203755,61.323338,0.0
2016-11-14,27.2475,16.9475,21.355835,9.387651,6.744919,51.692722,0.0
2016-11-15,27.0975,14.0475,20.093336,12.538134,8.69765,52.269108,0.0
2016-11-16,27.5475,14.0475,20.051668,18.39878,12.478422,50.38263,0.0
2016-11-17,27.1475,14.3975,20.097498,14.081477,10.403633,55.05484,0.0
2016-11-18,26.8975,13.0975,19.57042,9.504272,7.004915,57.746395,0.0
2016-11-19,27.6475,13.247499,19.712084,10.144082,6.413048,62.077225,0.0
2016-11-20,28.6975,12.997499,20.399584,10.823973,7.100496,59.655285,0.0
2016-11-21,28.7975,13.247499,20.578749,14.88242,9.883715,53.212627,0.0
2016-11-22,28.1475,14.7975,20.745417,12.24,10.453597,57.671986,0.0
2016-11-23,27.8475,12.997499,20.026667,15.530151,10.190344,56.4354,0.0
2016-11-24,28.7475,15.2975,21.2975,23.113008,17.804773,43.21108,0.0
2016-11-25,29.4475,16.8975,22.003752,22.366402,17.406717,38.637367,0.0
2016-11-26,29.1975,15.6975,21.543335,20.808498,14.813457,41.72768,0.0
2016-11-27,28.0975,16.1475,20.95375,15.990646,12.644278,40.684963,0.0
2016-11-28,26.4975,11.1975,18.678747,9.686609,6.196836,55.046864,0.0
2016-11-29,26.2975,12.247499,19.084997,9.585739,8.118569,71.46711,0.0
2016-11-30,25.9975,14.1975,19.895416,9.178235,5.9523873,75.20658,0.0
2016-12-01,25.3475,13.747499,19.266249,9.227524,5.761894,71.837105,0.0
2016-12-02,25.5975,11.5475,18.21625,7.9526596,6.6052,61.818787,0.0
2016-12-03,25.1975,10.7975,17.749582,9.693296,7.5297246,58.982037,0.0
2016-12-04,25.3475,11.2975,18.030832,10.636766,8.0569315,63.23695,0.0
2016-12-05,25.2475,11.4475,18.162085,9.114471,5.751358,68.1229,0.0
2016-12-06,24.6975,11.0475,18.193335,6.638072,4.832645,71.714134,0.0
2016-12-07,24.3975,10.8975,17.789167,6.9527545,4.2139015,73.33066,0.0
2016-12-08,25.1975,11.3975,18.212084,8.825508,4.393307,71.08078,0.0
2016-12-09,25.6475,11.8475,18.628748,9.3669195,7.773051,73.975494,0.0
2016-12-10,25.6975,12.6975,19.243332,9.605998,5.685492,71.22063,0.0
2016-12-11,25.3975,12.3975,18.703749,9.504272,6.9909196,67.91813,0.0
2016-12-12,24.4475,12.247499,18.126665,12.074766,7.286524,71.89414,0.0
2016-12-13,23.8475,12.497499,17.355833,12.031756,9.277999,69.262245,0.0
2016-12-14,23.2975,10.9475,16.355833,18.043148,11.388523,61.192764,0.0
2016-12-15,22.6475,8.3975,15.339166,9.931042,7.6272693,64.463776,0.0
2016-12-16,22.2975,9.1475,15.253749,11.019764,8.018222,66.49467,0.0
2016-12-17,22.1475,8.997499,15.028748,10.514218,8.370062,63.818935,0.0
2016-12-18,23.1475,8.6975,15.293332,15.124284,11.07862,63.02344,0.0
2016-12-19,24.3475,12.0975,17.237083,21.120682,16.736773,56.96464,0.0
2016-12-20,24.8975,11.6975,17.345415,18.204042,14.776661,52.134876,0.0
2016-12-21,23.1475,9.9475,16.455835,11.792404,7.546173,59.923843,0.0
2016-12-22,23.8475,10.3475,16.718334,5.6920996,3.1569068,67.80763,0.0
2016-12-23,23.7975,9.497499,16.1225,12.7279215,9.604296,72.94218,0.0
2016-12-24,21.5975,11.9475,16.191248,13.392774,9.050376,78.10592,0.0
2016-12-25,22.5975,11.3975,16.076666,13.493999,11.471453,73.19764,0.0
